question,answer,preprocessed_answer,sentiment
"Q1: Overall, I did / didn__ enjoy today's workshop because_",A: I did because I made a great poem about sushi and avocados.,made great poem sushi avocado,1
"Q1: Overall, I did / didn__ enjoy today's workshop because_","A: I didn't because although it was interesting to hear other people's poems, the whole session didn't need to be that long.",didnt although interest hear peopl poem whole session didnt need long,1
"Q1: Overall, I did / didn__ enjoy today's workshop because_","A: I enjoyed writing and watching, listening to poetry.",enjoy write watch listen poetri,1
"Q1: Overall, I did / didn__ enjoy today's workshop because_",A: I did because it was a fun experience and I learned something new.,fun experi learn someth new,1
"Q1: Overall, I did / didn__ enjoy today's workshop because_",A: I did because I enjoyed the workshop and it improved my writing.,enjoy workshop improv write,1
"Q1: Overall, I did / didn__ enjoy today's workshop because_",A: I did because it was really cool and interesting and I liked listening to everyone's poems and opinions.,realli cool interest like listen everyon poem opinion,1
"Q1: Overall, I did / didn__ enjoy today's workshop because_",A: I did because I love creative writing and it's so inspirational to hearing Yossi and others.,love creativ write inspir hear yossi other,1
"Q1: Overall, I did / didn__ enjoy today's workshop because_",A: I did because it was fun.,fun,1
"Q1: Overall, I did / didn__ enjoy today's workshop because_",A: I did because it was fun.,fun,1
"Q1: Overall, I did/didn__ enjoy todays workshop because_",A1: I enjoyed watching other people perform their poems.,enjoy watch peopl perform poem,1
"Q1: Overall, I did/didn__ enjoy todays workshop because_",A1: It was very interesting and fun.,interest fun,1
"Q1: Overall, I did/didn__ enjoy todays workshop because_",A1: It was different to workshops I have done before and I really like music and it was quite similar to rap music which was cool.,differ workshop done realli like music quit similar rap music cool,1
"Q1: Overall, I did/didn__ enjoy todays workshop because_",A1: I enjoyed today__ sessions because I learnt a new way to project poetry.,enjoy today session learnt new way project poetri,1
"Q1: Overall, I did/didn't enjoy today's workshop because...",A1: It was fun.,fun,1
"Q1: Overall, I did/didn't enjoy today's workshop because...",A1: I did because it was fun.,fun,1
"Q1: Overall, I did/didn't enjoy today's workshop because...",A1: I did enjoy it as it was a new interesting fun experience.,enjoy new interest fun experi,1
"Q1: Overall, I did/didn't enjoy today's workshop because...",A1: I think it is a good fun way to voice opinions.,think good fun way voic opinion,1
"Q1: Overall, I did/didn't enjoy today's workshop because...",A1: It was nice to see people express themselves so free.,nice see peopl express free,1
Q1: What have you enjoyed about these workshops?,A1: The thing I have enjoyed about workshops is our workshop teacher which is Yossi,thing enjoy workshop workshop teacher yossi,1
Q1: What have you enjoyed about these workshops?,A1: It was fun,fun,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed performing and writing,enjoy perform write,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed the workshop because it was fun,enjoy workshop fun,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed the workshop because I like the poems and posting our books,enjoy workshop like poem post book,1
Q1: What have you enjoyed about these workshops?,A1: They were fun and I really enjoyed it,fun realli enjoy,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed performing with Yosi,enjoy perform yosi,1
Q1: What have you enjoyed about these workshops?,A1: I really enjoyed that we can speak from the heart,realli enjoy speak heart,1
Q1: What have you enjoyed about these workshops?,A1: I enjoy that the workshops are unique,enjoy workshop uniqu,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed how we performed,enjoy perform,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed the poems,enjoy poem,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed these workshops because they involve poetry and I like writing poems,enjoy workshop involv poetri like write poem,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed the free writes,enjoy free write,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed the games that we played and being around nice people,enjoy game play around nice peopl,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed the poems,enjoy poem,1
Q1: What have you enjoyed about these workshops?,A1: I enjoy that these workshops are unique,enjoy workshop uniqu,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed how we presented,enjoy present,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed these workshops because they involve poetry and I like writing poems,enjoy workshop involv poetri like write poem,1
Q1: What have you enjoyed about these workshops?,A1: They were fun and I really enjoyed it.,fun realli enjoy,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed performing with Yossi.,enjoy perform yossi,1
Q1: What have you enjoyed about these workshops?,A1: I enjoy in the workshop because I like the typing and resting our books.,enjoy workshop like type rest book,1
Q1: What have you enjoyed about these workshops?,A1: I really enjoyed that we can speak from the heart.,realli enjoy speak heart,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed the workshop because it was fun.,enjoy workshop fun,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed performing and writing.,enjoy perform write,1
Q1: What have you enjoyed about these workshops?,A1: The thing I have enjoyed about workshops is our workshop teacher which is Yossi.,thing enjoy workshop workshop teacher yossi,1
Q1: What have you enjoyed about these workshops?,A1: It was fun.,fun,1
Q1: What have you enjoyed about these workshops?,"A: Very fun, advice for fun people",fun advic fun peopl,1
Q1: What have you enjoyed about these workshops?,"A: I have enjoyed making spoken word and doing funny warmups and saying ""Mike check 1, 2, 3""",enjoy make spoken word funni warmup say mike check,1
Q1: What have you enjoyed about these workshops?,A: The thing I enjoyed about these workshops are making spoken word.,thing enjoy workshop make spoken word,1
Q1: What have you enjoyed about these workshops?,A: I can't read much weather.,cant read much weather,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed the spoken word.,enjoy spoken word,1
Q1: What have you enjoyed about these workshops?,A: I enjoyed how we could make our own spoken word.,enjoy could make spoken word,1
Q1: What have you enjoyed about these workshops?,A: That they are fun.,fun,1
Q1: What have you enjoyed about these workshops?,A: They are fun and I like the activities and how I even wrote my own poems.,fun like activ even wrote poem,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed doing many free writes.,enjoy mani free write,1
Q1. What have you enjoyed about these workshops?,A1. What I have enjoyed about the workshop is the activities and sharing your steps to the class.,enjoy workshop activ share step class,1
Q1. What have you enjoyed about these workshops?,A1. I have enjoyed writing spoken word and sharing my spoken word to the people.,enjoy write spoken word share spoken word peopl,1
Q1. What have you enjoyed about these workshops?,A1. I enjoyed a lot in the workshop and I enjoyed the spoken word a lot.,enjoy lot workshop enjoy spoken word lot,1
Q1. What have you enjoyed about these workshops?,A1. I have enjoyed spoken word in these workshops.,enjoy spoken word workshop,1
Q1. What have you enjoyed about these workshops?,A1. In these workshops I__e enjoyed creating and preforming our poems because we get to share our ideas about certain topics.,workshop ive enjoy creat preform poem get share idea certain topic,1
Q1. What have you enjoyed about these workshops?,A1. Something that I have enjoyed about these workshops is the different types of spoken word.,someth enjoy workshop differ type spoken word,1
Q1. What have you enjoyed about these workshops?,A1. Raping and stuff like that I enjoyed doing this stuff,rape stuff like enjoy stuff,1
Q1. What have you enjoyed about these workshops?,A1. I enjoyed the poem.,enjoy poem,1
Q1. What have you enjoyed about these workshops?,A1. I enjoyed saying my spoken word.,enjoy say spoken word,1
Q1. What have you enjoyed about these workshops?,A1. I have enjoyed making raps and thinking of raps.,enjoy make rap think rap,1
Q1. What have you enjoyed about these workshops?,A1. Th spoken word is the little ting I enjoyed the most and agree of designer.,th spoken word littl ting enjoy agre design,1
Q1. What have you enjoyed about these workshops?,A1. I have enjoyed being a poet and writing Poems,enjoy poet write poem,1
Q1. What have you enjoyed about these workshops?,A1. I have enjoyed that we got to be[illegible],enjoy got beilleg,1
Q1. What have you enjoyed about these workshops?,A1. I enjoyed writin a poet,enjoy writin poet,1
Q1. What have you enjoyed about these workshops?,A1. I enjoyed this because I got to write,enjoy got write,1
Q1. What have you enjoyed about these workshops?,A1. I have enjoyed Yossi and him saying his spoken word.,enjoy yossi say spoken word,1
Q1. What have you enjoyed about these workshops?,A1. I enjoyed the workshop because it was fun at times or because of the activities or making new poems,enjoy workshop fun time activ make new poem,1
Q1. What have you enjoyed about these workshops?,A1. Making cool poems,make cool poem,1
Q1. What have you enjoyed about these workshops?,A1. Making cool poems,make cool poem,1
Q1. What have you enjoyed about these workshops?,A1. I have enjoyed being able to share my imagination and poems to all of my classmates. The games we played were also extremely fun.,enjoy abl share imagin poem classmat game play also extrem fun,1
Q1. What have you enjoyed about these workshops?,A1. We get to write poems and we have a good teacher.,get write poem good teacher,1
Q1. What have you enjoyed about these workshops?,A1. I have enjoyed that we can make spoken words.,enjoy make spoken word,1
Q1. What have you enjoyed about these workshops?,A1. I have enjoyed all the fun activities and learnt a lot.,enjoy fun activ learnt lot,1
Q1. What have you enjoyed about these workshops?,A1. I enjoyed listening to other people__ poem.,enjoy listen peopl poem,1
Q1. What have you enjoyed about these workshops?,A1. I have enjoyed how people like to enjoy & perform their poem. I have also enjoyed how enthusiastic Yossi is.,enjoy peopl like enjoy perform poem also enjoy enthusiast yossi,1
Q1. What have you enjoyed about these workshops?,A1. I have enjoyed how we did the lessons because I had fun and learn about poems.,enjoy lesson fun learn poem,1
Q1. What have you enjoyed about these workshops?,A1. I wish I had lots of fun I enjoyed.,wish lot fun enjoy,1
Q1. What have you enjoyed about these workshops?,A1. I have enjoyed when we were writing out poems our poetry and how we can improve it.,enjoy write poem poetri improv,1
Q1. What have you enjoyed about these workshops?,A1. I loved how we get do our spoken word writing since it allowed me to express myself.,love get spoken word write sinc allow express,1
Q1. What have you enjoyed about these workshops?,A1. I go to my class in ground art you must go to play I best yes I go to is play in this good.,go class ground art must go play best ye go play good,1
Q1. What have you enjoyed about these workshops?,A1. I have enjoyed about sound singing and singing. I enjoyed about me writing a poem spoken word.,enjoy sound sing sing enjoy write poem spoken word,1
Q1. What have you enjoyed about these workshops?,A1. I have enjoyed everything about these workshops and learnt a lot from these workshops.,enjoy everyth workshop learnt lot workshop,1
Q1. What have you enjoyed about these workshops?,A1. I enjoyed it as we do different things and they are very fun.,enjoy differ thing fun,1
Q1 What have you enjoyed about these workshops?,A1 I enjoyed that you get to share your ideas,enjoy get share idea,1
Q1 What have you enjoyed about these workshops?,A1 I have enjoyed all of these poems and workshops,enjoy poem workshop,1
Q1 What have you enjoyed about these workshops?,A1 That you get to have fun and have a try go,get fun tri go,1
Q1 What have you enjoyed about these workshops?,A1 In my opinion I mostly enjoyed reciting our poem but my least liked was performing,opinion mostli enjoy recit poem least like perform,1
Q1. What have you enjoyed about these workshops?,"A1. I love and enjoy the games, especially ""red blue"". Red blue is the best workshop.",love enjoy game especi red blue red blue best workshop,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed the workshop with Yoke Yoke. It was fun.,enjoy workshop yoke yoke fun,1
Q1: What have you enjoyed about these workshops?,"A1: Well, I liked reading my poem in here, and I have learnt so much from this workshop.",well like read poem learnt much workshop,1
Q1: What have you enjoyed about these workshops?,"A1: Yes, it changed me, and it made me kind.",ye chang made kind,1
Q1: What have you enjoyed about these workshops?,"A1: Yes, I like it. It was fun. Thank you Yossi.",ye like fun thank yossi,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed about we are so energetic and loud and we are like Write 2 Speak.,enjoy energet loud like write speak,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed writing poems and saying them out loud.,enjoy write poem say loud,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed writing poems.,enjoy write poem,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed about all of the things that we did and it was amazing.,enjoy thing amaz,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed making poems.,enjoy make poem,1
Q1: What have you enjoyed about these workshops?,"A1: It was fun, and nice to meet Yossi Goodlink.",fun nice meet yossi goodlink,1
Q1: What have you enjoyed about these workshops?,A1: I've enjoyed every moment in this workshop. I've enjoyed the learning how to make poems.,ive enjoy everi moment workshop ive enjoy learn make poem,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed how he made it pretty fun.,enjoy made pretti fun,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed sharing my poems there I make.,enjoy share poem make,1
Q1: What have you enjoyed about these workshops?,A1: They all lit up my day or made it better.,lit day made better,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed preparing to everyone and the good thing is that I got less shy to present to people.,enjoy prepar everyon good thing got less shi present peopl,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed this with Yasi.,enjoy yasi,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed so much and I like the Yosi guy.,enjoy much like yosi guy,1
Q1: What have you enjoyed about these workshops?,A1: I enjoy it.,enjoy,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed the activities and writing poems.,enjoy activ write poem,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed the techniques of poem writing and the way we can say words with different emotions only with words.,enjoy techniqu poem write way say word differ emot word,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed a lot doing fun things.,enjoy lot fun thing,1
Q1: What have you enjoyed about these workshops?,A: I enjoyed the poems that we do.,enjoy poem,1
Q1: What have you enjoyed about these workshops?,A: I enjoyed what we do in the session and I enjoyed doing work.,enjoy session enjoy work,1
Q1: What have you enjoyed about these workshops?,"A: Yes, I have really enjoyed it.",ye realli enjoy,1
Q1: What have you enjoyed about these workshops?,A: It was so fun because Yossi is funny.,fun yossi funni,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed writing these spoken words.,enjoy write spoken word,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed the activities.,enjoy activ,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed writing poems.,enjoy write poem,1
Q1: What have you enjoyed about these workshops?,"A: Yes, because it was fun to perform my poem in front of my class. It was also fun to learn other people's poems.",ye fun perform poem front class also fun learn peopl poem,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed the workshops very much and I wish there would be more on the next term.,enjoy workshop much wish would next term,1
Q1: What have you enjoyed about these workshops?,"A: Everything! It was fun doing everything, and I'm very excited for the future.",everyth fun everyth im excit futur,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed sharing my work and collecting ideas from other people.,enjoy share work collect idea peopl,1
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: I enjoy poetry and performing.,enjoy poetri perform,1
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: I enjoyed writing poetry.,enjoy write poetri,1
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: I learnt about something I'd never heard of before and I loved the videos.,learnt someth id never heard love video,1
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: It was fun and something I hadn't done before.,fun someth hadnt done,1
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: It was fun and good to learn about something different.,fun good learn someth differ,1
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: It was fun and open.,fun open,1
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: We got to write poems about anything; we are free.,got write poem anyth free,1
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: Cos it was fun.,co fun,1
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: It was fun and I enjoyed seeing other people's perspectives and what they liked.,fun enjoy see peopl perspect like,1
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: It was really fun and we were allowed to write about anything we wanted to; we had some freedom.,realli fun allow write anyth want freedom,1
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: It was fun and creative.,fun creativ,1
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: It was fun making poems.,fun make poem,1
"Q1: Overall, I did / didn't enjoy today's workshop because...",A: I enjoyed listening to and writing poems.,enjoy listen write poem,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed that you get to perform and say what is going on and give your opinions.,enjoy get perform say go give opinion,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed writing and speaking in these workshops.,enjoy write speak workshop,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed the warm-up because it was fun and interesting.,enjoy warmup fun interest,1
Q1: What have you enjoyed about these workshops?,A: I like that I can express my feelings through the fun of poetry.,like express feel fun poetri,1
Q1: What have you enjoyed about these workshops?,A: I like it when we get the light to speak out loud and perform our poem.,like get light speak loud perform poem,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed going to the class.,enjoy go class,1
Q1: What have you enjoyed about these workshops?,A: I loved that we did poetry because I got to express my feelings in writing.,love poetri got express feel write,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed saying it all out loud and I loved how people listened to me.,enjoy say loud love peopl listen,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed when we did the exercise and the gesture we used.,enjoy exercis gestur use,1
Q1: What have you enjoyed about these workshops?,A: I enjoyed reading them.,enjoy read,1
Q1: What have you enjoyed about these workshops?,A: I enjoyed how we wrote out feelings and read out.,enjoy wrote feel read,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed that I was able to be confident about going on stage and also looking at the audience and being confident.,enjoy abl confid go stage also look audienc confid,1
Q1: What have you enjoyed about these workshops?,A: I enjoyed the workshops because Yossi was confident and he never judges us.,enjoy workshop yossi confid never judg us,1
Q1: What have you enjoyed about these workshops?,A: I liked writing for the workshop. It really felt nice to open up all of my thoughts and getting insight about everybody__ world.,like write workshop realli felt nice open thought get insight everybodi world,1
Q1: What have you enjoyed about these workshops?,A: I enjoyed the workshops because we done different activities and when we performed everyone listened to us.,enjoy workshop done differ activ perform everyon listen us,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed that the workshop has having lots of fun which the part I like is when I said what I like such as when I grow up.,enjoy workshop lot fun part like said like grow,1
Q1: What have you enjoyed about these workshops?,A: I enjoyed the day when we made our second poem and when we performed.,enjoy day made second poem perform,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed that Yossi is very active and he always inspires us to do our best.,enjoy yossi activ alway inspir us best,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed everything about it because it has made me more confident and it would also help other people.,enjoy everyth made confid would also help peopl,1
Q1: What have you enjoyed about these workshops?,A: I enjoyed the workshops because we did different activities and when we performed everyone listened to us.,enjoy workshop differ activ perform everyon listen us,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed that the workshop has having lots of fun which the part I like is when I said what I like such as when I grow up.,enjoy workshop lot fun part like said like grow,1
Q1: What have you enjoyed about these workshops?,A: I enjoyed the day when we made our second poem and when we performed.,enjoy day made second poem perform,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed working with Yossi and the performances.,enjoy work yossi perform,1
Q1: What have you enjoyed about these workshops?,"A: I have enjoyed this workshop because it has made me more confident and I can be myself, which is really important to me.",enjoy workshop made confid realli import,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed everything and it makes me feel very calm and peaceful.,enjoy everyth make feel calm peac,1
Q1: What have you enjoyed about these workshops?,A: What I have enjoyed about these workshops is that I get to have fun and write what was on my mind.,enjoy workshop get fun write mind,1
Q1: What have you enjoyed about these workshops?,A: I enjoyed the opportunity to speak and it is a good opportunity to show that it was really enjoyable.,enjoy opportun speak good opportun show realli enjoy,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed adding and being able to share with everyone,enjoy ad abl share everyon,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed how supportive they are and giving positive comments,enjoy support give posit comment,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed because we always do amazing fun things,enjoy alway amaz fun thing,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed everything at the workshop its fun and active,enjoy everyth workshop fun activ,1
Q1: What have you enjoyed about these workshops?,A1: The thing I enjoyed is that it engaged me and was interesting,thing enjoy engag interest,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed the workshop because it has fun and that we can write and say it,enjoy workshop fun write say,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed that Yosi has let us all speak and let us do fun things,enjoy yosi let us speak let us fun thing,1
Q1: What have you enjoyed about these workshops?,"A1: Personally, I mainly enjoyed the debates",person mainli enjoy debat,1
Q1: What have you enjoyed about these workshops?,A1: These people should get payed I can__ laugh,peopl get pay cant laugh,1
Q1: What have you enjoyed about these workshops?,A1: These workshops are fun and we get to perform our poems,workshop fun get perform poem,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed about writing about the valley,enjoy write valley,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed writing poems because it help me to write poems better,enjoy write poem help write poem better,1
Q1: What have you enjoyed about these workshops?,A1: I enjoy the fact that we could write anything,enjoy fact could write anyth,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed about write poems with Yosi,enjoy write poem yosi,1
Q1: What have you enjoyed about these workshops?,A1: Everything because Yosi is really kind and caring,everyth yosi realli kind care,1
Q1: What have you enjoyed about these workshops?,A1: I have enjoyed poems we have learnt,enjoy poem learnt,1
Q1: What have you enjoyed about these workshops?,A1: I enjoyed the free write and,enjoy free write,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed listening to other people__ poems.,enjoy listen peopl poem,1
Q1: What have you enjoyed about these workshops?,A: It is fun and it is a very calm thing.,fun calm thing,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed the poems.,enjoy poem,1
Q1: What have you enjoyed about these workshops?,A: The saying out loud.,say loud,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed the hourly sessions each week.,enjoy hourli session week,1
Q1: What have you enjoyed about these workshops?,A: The thing that I have enjoyed about these workshops is that they are second I like listening to other people__ poems.,thing enjoy workshop second like listen peopl poem,1
Q1: What have you enjoyed about these workshops?,A: Sharing expressing how I feel and saying things that are on the top of my mind.,share express feel say thing top mind,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed everything from these workshops. This is really fun and is also really educational.,enjoy everyth workshop realli fun also realli educ,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed listening to other people__ spoken word writing.,enjoy listen peopl spoken word write,1
Q1: What have you enjoyed about these workshops?,A: I have enjoyed about these workshops are what we write about anything and talk how we write words. Also I enjoyed when we had to write something important to us.,enjoy workshop write anyth talk write word also enjoy write someth import us,1
